uniprotswissprot	ensembl_gene_id	tpm	orf_length	ribo_reads	protein_synthesis_rate	rsquared	density	real_density	real_tpm	real_protein_synthesis_rate	real_protein_synthesis_per_mrna
P25037	YDL122W	0.000120132692702636	810	6.32252190302231e-05	402.013847826087	0.925603057994403	0.000649746744264275	0.00764478114240923	4.80530770810544	0.038869512107932	0.00808887057167394
P25045	YMR296C	0.000148016827588513	559	9.80789112019424e-05	2090.10582608696	0.819500172821348	0.00118536673723757	0.0115826693384121	5.92067310354052	0.202086057864086	0.0341322775856751
P25087	YML008C	0.000405229242058438	384	0.000404229971796688	22064.3595652174	0.907662802189846	0.00259774495264272	0.019919824050972	16.2091696823375	2.13333668954856	0.131612953122033
P25293	YKR048C	0.00044487189758766	418	0.000184479210517265	20115.4769565217	0.96138765285375	0.000992055975208053	0.0102418337434582	17.7948759035064	1.94490508062447	0.109295793416645
P25294	YNL007C	0.000293462713924083	353	0.000356894093525967	29231.9786956522	0.95394333658915	0.00344517847906469	0.0242114528041738	11.7385085569633	2.82635226620602	0.240776096255382
P25299	YGL044C	5.43570027125765e-05	297	2.78572393625792e-05	192.390865230435	0.872450089892893	0.00172554434660765	0.0150142390370118	2.17428010850306	0.0186016952051985	0.00855533522679619
P25342	YCR002C	0.000165426878480742	323	7.43895434209183e-05	2894.02260869565	0.962942413778264	0.00139220534220805	0.0129443452482019	6.61707513922968	0.279814358230734	0.0422867131388368
P25349	YCR004C	0.000175781943996718	248	0.000154500535233997	12186.4647826087	0.868666091615543	0.00354408430698078	0.0246896917643649	7.03127775986872	1.17827269628138	0.167575899647489
P25367	YCL028W	0.000146641848920156	406	0.000195011389860886	3269.71095652174	0.892345846507815	0.00327548802667196	0.0233809310444322	5.86567395680624	0.316138536772346	0.0538963704938824
P25371	YCR011C	5.77123366677421e-05	1050	0.000117343263653449	84.7396908695652	0.919235621404323	0.00193642288020935	0.0162595259504537	2.30849346670968	0.0081932263231437	0.0035491659133095
P25375	YCL057W	9.57422609814345e-05	713	0.000113282535300212	4733.5567826087	0.936390044884325	0.00165947131973664	0.0146145461191994	3.82969043925738	0.457673395257738	0.119506629195462
P25385	YLR078C	0.000106218832806452	245	2.12465021753825e-05	267.352652173913	0.902413554673643	0.000816431651065082	0.00895163040789478	4.24875331225808	0.0258495253508213	0.00608402593679488
P25386	YDL058W	8.88638440469076e-05	1791	0.000126879010973717	525.200839130435	0.953305658845613	0.000797203327749381	0.00880540007580055	3.5545537618763	0.0507800924920075	0.014285926136957
P25441	YDL150W	0.000111415056756714	423	3.75965588166502e-05	639.631691304348	0.806400470567592	0.000797744544507524	0.00880953079776637	4.45660227026856	0.061844068069334	0.0138769547558497
P25443	YGL123W	0.005162511991199	255	0.00266014135834685	35326.022173913	0.853266775447054	0.00202070753797029	0.0167453748019465	206.50047964796	3.41556703590966	0.0165402377841082
P25491	YNL064C	0.00041409169293968	410	0.000766288368927564	52865.1969565217	0.963403178695031	0.00451348349566336	0.0291798545357454	16.5636677175872	5.11137719335148	0.30858969646706
P25555	YCL011C	0.000370265734344059	428	8.31431451744672e-05	1172.51043478261	0.926126894262317	0.00052464937197392	0.00659450532735066	14.8106293737624	0.113366514083801	0.00765440220147801
P25560	YCL001W	0.00012744031503653	189	6.28502177311114e-05	894.811652173913	0.922870608760528	0.00260938490665865	0.0199814637368187	5.0976126014612	0.0865166524401392	0.0169719943832805
P25567	YCL037C	0.000258185634188877	435	0.000328286851565164	13285.6847391304	0.95513900349612	0.0029230224979872	0.0216118912369782	10.3274253675551	1.28455297403884	0.124382692522226
P25586	YCL059C	0.000407229008473444	317	9.53467588798433e-05	853.358452173913	0.939044615104499	0.000738597724918535	0.00835280839555973	16.2891603389378	0.0825086669739033	0.00506524985064293
P25631	YCR051W	0.000215608597671253	223	6.69109460843489e-05	4070.89160869565	0.891779303958431	0.00139163785127686	0.012940698688431	8.62434390685012	0.393602288901071	0.0456385196546303
P25632	YCR052W	0.000132632008559947	484	5.61751946069242e-05	556.126408695652	0.921575130804108	0.000875086285183866	0.00939127848074877	5.30528034239788	0.0537701929752622	0.0101352217988464
P25644	YCR077C	8.38746478060702e-05	797	0.000121028990707575	1010.0812173913	0.899172552623187	0.00181050771861677	0.0155213266484922	3.35498591224281	0.0976617206638377	0.0291094279434845
P25651	YCR086W	4.34646766216494e-05	191	1.2385757193516e-05	530.855343478261	0.871818688492656	0.00149194475471678	0.0135783273273596	1.73858706486598	0.051326809542678	0.0295221393164079
P25694	YDL126C	0.00032965162868385	836	0.00117112905712566	57096.787826087	0.914738508640688	0.00424955303116371	0.0279897396022807	13.186065147354	5.52051701136973	0.418662955906714
P26321	YPL131W	0.00354142455654328	298	0.00330365430194526	59027.3939130435	0.846390570098616	0.00313040362276761	0.0226602441695868	141.656982261731	5.70718151827265	0.0402887413465284
P26754	YNL312W	0.000125710012924859	274	6.40609362111004e-05	845.884352173913	0.913857946210112	0.001859828281193	0.0158123091795159	5.02840051699436	0.0817860186820177	0.01626481788903
P26755	YJL173C	0.00017611920765269	123	4.17001444612147e-05	8750.13391304348	0.872147571367506	0.00192497779909325	0.0161930531221317	7.0447683061076	0.846024180306856	0.120092548618438
P26783	YJR123W	0.0107861332666782	226	0.00332685081087602	176596.095652174	0.934160626357653	0.00136476886065023	0.0127675148312781	431.445330667128	17.0745463502919	0.0395752257276492
P26784	YIL133C	0.00228040760860861	200	0.0011770112203603	26344.7926086957	0.81036447067593	0.00258070358982545	0.0198294269097776	91.2163043443444	2.54719891073913	0.0279248203382958
P26785	YNL069C	0.00517288379780482	199	0.00212442521675879	42594.6169565217	0.856982978994709	0.00206374316901015	0.0169910277344063	206.915351912193	4.11834564524872	0.01990352869997
P26786	YOR096W	0.00399990058910678	191	0.00169525230140976	72832.3013043478	0.900413202440201	0.00221897177237337	0.0178642829900879	159.996023564271	7.04193657185308	0.044013197421899
P27466	YFR014C	3.43942113884469e-05	447	2.39786544974817e-05	1070.67217391304	0.843970943859055	0.00155966717073065	0.0140013363482186	1.37576845553788	0.103520078356958	0.0752452768779944
P27472	YLR258W	3.86128785832305e-05	706	6.72645187377971e-05	1738.98834782609	0.812147261744424	0.00246745453297738	0.0192239211832832	1.54451514332922	0.168137562939425	0.108861064694388
P27476	YGR159C	0.000603722252172655	415	0.000348922637339136	29747.4013043478	0.966727414797665	0.00139265603735103	0.012947240979269	24.1488900869062	2.87618693095136	0.119102241163078
P27614	YJL172W	9.64029943388094e-05	577	0.000204943567125929	7054.01426086956	0.964704214102607	0.00368441001616859	0.0253611978888402	3.85611977355238	0.682031462858983	0.176869885509462
P27637	YAR014C	6.44885116438764e-05	710	4.74108785305435e-05	383.016269565217	0.921528520667011	0.00103546947436222	0.0105495114400362	2.57954046575506	0.0370326932962783	0.014356314152815
P27692	YML010W	0.000127752289843004	1064	0.000257679464103858	270.507586956522	0.960690746173463	0.00189569946467221	0.0160224466128362	5.11009159372016	0.026154566523894	0.00511821873330718
P27809	YDR483W	0.000374049069639999	443	0.00014411835641002	2733.32565217391	0.832764941342115	0.000869735096380435	0.00935155424866449	14.9619627856	0.264277051914033	0.017663260877001
P27810	YOR099W	0.000148887909710808	394	0.000147118366802914	549.760765217391	0.992092255200119	0.00250790591918057	0.0194411678607975	5.95551638843232	0.0531547180168969	0.00892529120063238
P28000	YNL113W	0.0002288999689991	143	6.83359510209732e-05	15799.6113043478	0.966071106510578	0.00208769702089967	0.0171270732443553	9.155998759964	1.52761698686718	0.16684329333321
P28007	YHR089C	0.00048697115376305	206	0.000198418544521386	6961.15791304348	0.897293653797765	0.00197793403289274	0.0164996112681659	19.478846150522	0.673053461340773	0.0345530457060844
P28239	YMR267W	5.35683774615171e-05	311	2.16429321201577e-05	423.299665217391	0.960084443094139	0.00129911385981809	0.0123398339992148	2.14273509846068	0.0409275738918546	0.0191006223406974
P28241	YOR136W	9.45128325006519e-05	370	0.000286897422466071	17452.0069565217	0.808602126107147	0.00820416041485309	0.0440991741960794	3.78051330002608	1.68738216201371	0.446336787653167
P28272	YKL216W	0.00140463891068578	315	0.000316983240977656	29341.2747826087	0.966254020311233	0.000716409032562234	0.00817858200466017	56.1855564274312	2.83691977674895	0.0504919761792
P28274	YBL039C	0.000346588444216016	580	0.000298597462998354	9540.75782608696	0.825724961989158	0.00148540212652115	0.0135371497595989	13.8635377686406	0.9224672330202	0.0665390932974427
P28495	YKL007W	0.00014716786937981	269	6.85502374776084e-05	5718.32834782609	0.963210815988899	0.00173158446639845	0.0150505391933828	5.8867147751924	0.552888001632002	0.0939213165145974
P28496	YKL008C	0.000125231404880398	419	8.57788685910805e-05	334.063482608696	0.80421413739092	0.00163475636904664	0.0144637812746356	5.00925619521592	0.0322995952808421	0.00644798229958567
P28707	YKL117W	0.0013622987335484	217	0.000390847782579818	9038.34565217391	0.919122182905826	0.0013221342799865	0.0124905343895245	54.491949341936	0.873890508156897	0.0160370571930406
P28777	YGL148W	0.000479297171727045	377	0.000294826021361574	6160.85613043478	0.87504417531414	0.00163162216059578	0.0144446120008982	19.1718868690818	0.595674684471958	0.0310702169556713
P29029	YLR286C	0.000491490302448514	563	0.000926328209065581	5206.44626086957	0.953610017524895	0.00334766152971805	0.0237357585216895	19.6596120979406	0.503395659305035	0.0256055743519868
P29311	YER177W	0.0013732141964895	268	0.000808642087081516	334515.673913044	0.831726291752475	0.00219726917196671	0.0177433557097927	54.92856785958	32.3433163005893	0.588825042430964
P29453	YLL045C	0.00195353523503067	257	0.00259087326123951	95918.0260869565	0.88559201763112	0.00516050017145995	0.0320102722972701	78.1414094012268	9.27402599815111	0.118682604642213
P29509	YDR353W	0.000543620949052771	320	0.000448962269619291	33723.8047826087	0.894420816988755	0.00258085545637074	0.0198302333096921	21.7448379621108	3.26065344617237	0.149950689531643
P29547	YPL048W	0.000630755251538388	416	0.000434465790827918	4256.86130434783	0.877771242323617	0.00165577522773246	0.0145920437545445	25.2302100615355	0.411583140495984	0.0163131079563804
P30656	YPR103W	0.000303742903817102	288	0.00015238981363614	2400.5617826087	0.849770997265307	0.00174203673797207	0.0151132634138981	12.1497161526841	0.232103112316951	0.0191035831125713
P30822	YGR218W	9.36926263737048e-05	1085	0.00027168308404497	1627.9812173913	0.890277279769478	0.00267255989604846	0.0203145405440249	3.74770505494819	0.157404616739102	0.0420002680123605
P31109	YAL030W	9.63149916396526e-05	118	2.55215169852553e-05	14305.2117391304	0.89537256019862	0.00224559062474011	0.0180121060247571	3.8525996655861	1.38312797906704	0.359011602327132
P31373	YAL012W	0.000449481585074807	395	0.000701423858504081	42747.1195652174	0.897113780900643	0.00395067709728812	0.0266140870328752	17.9792634029923	4.13309066467341	0.229880978549185
P31382	YAL023C	0.000155608145156846	760	0.000280318828247369	2858.62452173913	0.885919545114392	0.00237031656094612	0.0186976844024255	6.22432580627384	0.276391823467332	0.0444051021861261
P31383	YAL016W	0.000111389260957249	636	0.000160339841177307	1954.21426086956	0.905335254003002	0.00226329420225291	0.01811011996222	4.45557043828996	0.188947110367261	0.0424069404769142
P31787	YGR037C	0.000872375325822605	88	0.000309922502231526	52114.1013043478	0.948945446562369	0.00403707729003731	0.0270149715666106	34.8950130329042	5.03875600951848	0.144397596434975
P32074	YNL287W	0.000144024268783088	936	0.000279354539192511	3301.044	0.939414077661458	0.00207225981278892	0.0170394534805055	5.76097075132352	0.319168034685024	0.0554017800926516
P32178	YPR060C	0.000180708643550049	257	4.51822993815371e-05	6822.04865217391	0.941072363501451	0.000972873288879679	0.0101045631551246	7.22834574200196	0.659603404510804	0.0912523318686912
P32263	YER023W	0.000332564010022481	287	0.000256575888852186	21077.6665217391	0.911232421381135	0.002688182175888	0.0203965290412098	13.3025604008992	2.03793630120949	0.153198800816701
P32264	YDR300C	9.75409172620708e-05	429	7.6243121270813e-05	741.687343478261	0.835424048117601	0.00182203426411971	0.0155895482299464	3.90163669048283	0.0717115227087893	0.0183798565570478
P32319	YBL017C	5.67033468107535e-05	1580	0.000182314917305249	1088.96541304348	0.964050209263683	0.00203496256672448	0.0168269217536596	2.26813387243014	0.105288796732504	0.0464208916467946
P32324	YDR385W	0.00097875704830223	843	0.00747153659782321	286005.943478261	0.927515420962344	0.00905539607914478	0.0472126951250674	39.1502819320892	27.6530560901922	0.706330956649552
P32324	YOR133W	0.000943421584542912	843	0.00741348639672073	286005.943478261	0.927515420962344	0.00932157100621348	0.0481674400918903	37.7368633817165	27.6530560901922	0.732786289376402
P32329	YLR120C	5.70423584011179e-05	570	5.68716255909887e-05	4452.67586956522	0.922611494806339	0.00174913493297327	0.0151557934933382	2.28169433604472	0.430515862975035	0.188682531298793
P32337	YMR308C	0.000118492601020973	1090	0.000198932832017311	694.499413043478	0.987520399961744	0.00154024119450867	0.0138805883369271	4.73970404083892	0.0671490633723723	0.0141673536562184
P32353	YLR056W	0.000472874645293595	366	0.000349072637858781	4340.46934782609	0.968880513718534	0.00201692009955657	0.0167236786316132	18.9149858117438	0.419666951230047	0.0221870085130853
P32366	YLR447C	0.000772246414853331	346	0.000248090145169431	3976.2802173913	0.972410772611586	0.000928490605020541	0.00978370958861981	30.8898565941332	0.384454597497555	0.0124459819464029
P32368	YKL212W	0.000167794905125033	624	0.000230336512237203	513.482530434783	0.894281427997474	0.00219988220587568	0.0177579350566682	6.71179620500132	0.0496470844023777	0.00739698925384281
P32377	YNR043W	0.000221187249757904	397	0.000188057794343073	9310.04043478261	0.815248065185731	0.00214161175876292	0.0174315308709111	8.84748999031616	0.90015986106446	0.101741834356378
P32379	YGR253C	0.000219702027287498	261	0.000154575535493819	20790.1013043478	0.968057543430961	0.00269566666417603	0.0204357567880954	8.78808109149992	2.01013248360556	0.228733948023058
P32386	YLL048C	8.77825286990395e-05	1662	0.000158614835201393	194.188524782609	0.904214060888808	0.00108718811906608	0.0109108966244386	3.51130114796158	0.0187755055107564	0.00534716468898037
P32389	YNL103W	4.5779842882372e-05	673	2.97215315353057e-05	150.711995652174	0.944621982055699	0.000964676774456091	0.0100456546985596	1.83119371529488	0.0145718904248966	0.0079575908890393
P32419	YDL078C	0.000213914289572104	344	0.000118982555046709	8128.15495652174	0.945052959001431	0.00161690703868586	0.0143544595788671	8.55657158288416	0.785886902170458	0.0918460033388232
P32447	YJL115W	0.000136118670939821	280	3.42322614474772e-05	8108.66826086956	0.805115645389473	0.000898172717629487	0.00956180725489914	5.44474683759284	0.784002792066561	0.143992515254056
P32449	YBR249C	0.00039701841941177	371	0.000360536963288766	75354.9921739131	0.878981246574849	0.00244773969468089	0.0191176430667149	15.8807367764708	7.28584797895853	0.458785261761494
P32452	YNL316C	2.56390916724967e-05	335	1.41107631694296e-05	73.5421260869565	0.862543199498356	0.00164286947606491	0.0145133495655012	1.02556366689987	0.00711056739920223	0.00693332615877126
P32454	YKL157W	7.66934439819831e-05	953	0.000241629408501879	6382.87395652174	0.828880353021336	0.0033059680308326	0.0235310719061703	3.06773775927932	0.617140921582768	0.201171341884108
P32457	YLR314C	0.000205216635187702	521	0.000184639925359741	5011.38152173913	0.803338923299443	0.00172693237020716	0.01502258430667	8.20866540750808	0.484535435259367	0.059027309703254
P32462	YNL280C	8.18278482302572e-05	439	7.46466871688805e-05	595.249365217391	0.965624137388838	0.00207799686111434	0.0170720397539341	3.27311392921029	0.0575528741949343	0.0175835230424809
P32463	YKL192C	0.00024210250302972	126	0.000118307552708308	20086.5186956522	0.927357511053199	0.00387831112552791	0.0262762310070545	9.6841001211888	1.94210519331318	0.20054575737645
P32465	YHR094C	5.99714737604105e-05	571	0.000228472220064477	4334.5537826087	0.920451369314231	0.00667194675874304	0.0382283328945986	2.39885895041642	0.419094992987599	0.17470597548674
P32466	YDR345C	0.00030402710803808	568	0.000428412198427973	6934.78869565217	0.839557006543475	0.00248085387216127	0.0192960041882735	12.1610843215232	0.670503900871125	0.0551352069555541
P32471	YAL003W	0.00422109837025469	207	0.00236608676822916	86238.7526086956	0.918865523598627	0.00270791387889895	0.0204998744760511	168.843934810188	8.33816610254372	0.0493838651173191
P32472	YDR519W	0.000267983045126341	136	5.03144600179508e-05	3264.65252173913	0.982366190425952	0.00138053235667747	0.0128692446878775	10.7193218050536	0.315649451898546	0.0294467744918091
P32473	YBR221C	0.000326522970709489	367	0.000386551339124282	28324.4686956522	0.907113871368964	0.00322572528762611	0.0231348743941689	13.0609188283796	2.73860784863479	0.209679570374802
P32474	YDR518W	3.85662189049845e-05	518	6.17894997707671e-05	1367.89573478261	0.964983036032273	0.00309298531147417	0.0224727127538688	1.54264875619938	0.13225773219763	0.0857341839262702
P32476	YGR175C	0.000209830346009121	497	0.000450922990697504	5649.07960869565	0.977252782255809	0.00432392042890617	0.0283273313304325	8.39321384036484	0.546192548928955	0.0650754954320588
P32478	YJL159W	0.00105144307190454	414	0.00289232073411111	7840.00652173913	0.904884641895109	0.00664447001757052	0.0381194662198723	42.0577228761816	0.758026695027769	0.018023483992688
P32486	YPR159W	7.73768363204059e-05	721	0.000136982617404067	5700.25408695652	0.922229342877289	0.00245538289817362	0.0191588770767156	3.09507345281624	0.551140455607131	0.178070234522429
P32495	YDL208W	0.000767630132849717	157	0.000144514786354796	3575.03452173913	0.896769970496023	0.00119911440004544	0.0116753374381003	30.7052053139887	0.34565935571734	0.0112573536696029
P32496	YFR052W	0.000308934299513349	275	9.73717658950461e-05	11904.4334782609	0.916722727422973	0.00114613090636755	0.0113163477305445	12.357371980534	1.15100393611692	0.0931431001615914
P32497	YMR309C	0.00017256146900239	813	0.000378108452732854	5140.73069565217	0.983775125774813	0.00269514423080998	0.0204330197003783	6.9024587600956	0.497041818581115	0.0720093861993941
P32499	YLR335W	0.00017372022972741	721	0.00015336481701383	8524.96126086956	0.882569608230934	0.00122444725250472	0.011845242603746	6.9488091890964	0.824252912532429	0.118617865320837
P32501	YDR211W	0.000122170551866776	713	0.000110486097041122	2865.6862173913	0.963646971288459	0.00126838637071685	0.0121373877164911	4.88682207467104	0.277074597620856	0.0566983191503872
P32505	YGL122C	0.00021005032871637	526	0.00011211467411155	6737.33382608696	0.978462484660069	0.00101473665656919	0.0104030826053199	8.4020131486548	0.651412582288848	0.077530535927945
P32521	YIR006C	9.6044833881027e-05	1481	0.000246247281642369	5987.52986956522	0.907576412880462	0.00173118060024283	0.0150481132438832	3.84179335524108	0.578916288630811	0.150689075413449
P32527	YGR285C	0.00158920028572332	434	0.000797809906698605	29845.0295652174	0.94375558670431	0.00115672750057685	0.0113885482722966	63.5680114289328	2.88562631441655	0.0453943146804678
P32529	YJR063W	9.1117927311894e-05	126	3.08893927239677e-05	1381.43514827391	0.815737821693449	0.00269051236941031	0.0204087456790522	3.64471709247576	0.133566817443027	0.0366466900047647
P32558	YGL207W	0.000178182597980592	1036	0.000293626017204417	1488.42195652174	0.979314416747549	0.00159063118251442	0.0141928468667706	7.12730391922368	0.143911050760027	0.0201915131431216
P32561	YNL330C	6.98879396123666e-05	434	4.20322884689993e-05	410.987175217391	0.898347964371425	0.0013857697262155	0.0129029645510791	2.79551758449466	0.0397371161956291	0.0142145828078603
P32565	YIL075C	0.000212264935177266	946	0.000312965369915746	2544.40195652174	0.865871983885398	0.00155857207635505	0.0139945418640648	8.49059740709064	0.246010586926976	0.0289744731886037
P32566	YGR229C	0.000184973116962819	506	9.01288836607755e-05	7408.07273913043	0.935184965389497	0.000962952489339688	0.0100332425845121	7.39892467851276	0.716264314244815	0.0968065422161845
P32582	YGR155W	0.00066544990915812	508	0.000744977580815191	125576.095652174	0.828670406257436	0.0022037591118956	0.0177795562883875	26.6179963663248	12.1415757114182	0.456141609771159
P32583	YKR092C	0.000552613920230281	407	0.000194518531010625	1352.35775652174	0.878084938898437	0.000864857889259203	0.0093152827736283	22.1045568092112	0.130755411724319	0.00591531478567493
P32588	YNL016W	0.00042594752904083	454	0.000458701589073362	13111.8560869565	0.963115227930008	0.00237201968360809	0.0187069676403935	17.0379011616332	1.26774600349064	0.0744074044956558
P32589	YPL106C	0.00106015219198987	694	0.00226753642682262	116833.073913043	0.907181814671419	0.00308195708048932	0.0224173084802078	42.4060876795948	11.2962391858564	0.266382489023904
P32591	YJL176C	4.65377013664347e-05	826	5.59930511187842e-05	645.228347826087	0.969503828796384	0.00145662968926223	0.0133553937952155	1.86150805465739	0.0623851919873583	0.0335132538541931
P32597	YIL126W	0.000110946945621154	1360	0.000117418263913271	453.716593913043	0.979061555048822	0.000778182385070513	0.00865967080809839	4.43787782484616	0.0438684954163619	0.00988501647583834
P32598	YER133W	0.0003595464830137	313	0.000184832783170713	3028.00247826087	0.891652518642515	0.00164240258749892	0.0145104990909363	14.381859320548	0.292768469613826	0.0203567885826511
P32599	YDR129C	0.000166082353964284	643	0.000375879873583848	23927.1756521739	0.928706432856618	0.00351977261103178	0.0245725239121059	6.64329415857136	2.31344678485585	0.34823789668729
P32602	YBL050W	0.000154521500553604	293	9.64931914228417e-05	12139.9143478261	0.944603663013351	0.00213127815347113	0.0173733619271065	6.18086002214416	1.17377187448582	0.189904296534876
P32614	YEL047C	0.000168956293821537	471	0.000117139691519646	18612.6439130435	0.830928417004961	0.00147200333680497	0.0134526459825747	6.75825175286148	1.79960066512845	0.266281981041396
P32621	YEL042W	0.000197440956953523	519	0.000135193325491163	8838.86052173913	0.940264665235591	0.00131932151811411	0.01247216471267	7.89763827814092	0.854602889745948	0.10820993057017
P32623	YEL040W	0.000356613883068599	468	0.000261440191417806	7399.06369565217	0.961615957729922	0.0015664922600263	0.0140436492750886	14.264555322744	0.715393256875889	0.050151809200476
P32656	YER163C	8.32675396900002e-05	233	1.68000582002016e-05	2181.53469565217	0.90824708169791	0.000865922715460963	0.0093232071981363	3.33070158760001	0.210926040794517	0.0633278110473124
P32769	YKR084C	7.33781632281768e-05	612	7.98109907737895e-05	276.684608695652	0.88303314808462	0.00177723330628928	0.0153236295747107	2.93512652912707	0.0267518042125419	0.0091143614924492
P32771	YDL168W	8.10571576616218e-05	387	0.000121811136274294	1190.73939130435	0.90554269453259	0.00388315439565604	0.0262989033107325	3.24228630646487	0.115129017166887	0.0355085906316567
P32773	YOR194C	0.000170804200991885	287	3.63215543996706e-05	2213.59939130435	0.946207186393365	0.000740941604128479	0.00837111751288512	6.8321680396754	0.214026279959484	0.0313262611101779
P32787	YJR144W	0.000105531012326902	270	4.19465738863452e-05	495.996333913043	0.963216559957744	0.00147215190715018	0.0134535842886993	4.22124049307608	0.0479563965539395	0.0113607354597778
P32795	YPR024W	7.94533753074425e-05	748	9.20146044791655e-05	1017.35920434783	0.930256849147116	0.0015482561519279	0.013930464403398	3.1781350122977	0.0983654073742781	0.0309506698090723
P32798	YOR316C	3.83995103790559e-05	440	4.59108733340969e-05	185.021011304348	0.955901190605489	0.00271729751007556	0.0205489398800061	1.53598041516224	0.0178891261532546	0.0116467150079939
P32832	YMR091C	0.000155152437207453	436	7.17645343271368e-05	691.4138	0.977567350750585	0.00106087637911935	0.0107277227981669	6.20609748829812	0.0668507247101535	0.0107717812741749
P32860	YKL040C	0.000135580202366681	257	4.96608863252133e-05	4926.64926086957	0.871197197826713	0.001425230360684	0.0131557730984207	5.42320809466724	0.476342927320619	0.0878341599668686
P32892	YLL008W	0.000237457276401019	753	0.0001299433073036	657.535697	0.842878388488018	0.000726730617794668	0.00825983176541386	9.49829105604076	0.0635751526325421	0.00669332538426576
P32897	YNR017W	0.00015791674841062	223	6.56895132815281e-05	4871.04321739131	0.938792783202803	0.00186536140974351	0.0158448039978791	6.3166699364248	0.470966545905053	0.0745593090418173
P32898	YDR430C	2.73876510873263e-05	990	6.02037799916664e-05	637.953047826087	0.988268154592149	0.0022204130901033	0.0178723010675512	1.09550604349305	0.0616817650706786	0.0563043585537918
P32905	YGR214W	0.00233986379560107	253	0.00180856697967847	31913.9230434783	0.929979973994848	0.00305508641106579	0.0222820568955028	93.5945518240428	3.08566141404842	0.032968387089982
P32909	YBR172C	8.59838657130246e-05	741	5.78037716773519e-05	208.166817391304	0.902630596130702	0.000907237519404123	0.0096283934354817	3.43935462852098	0.020127024660507	0.00585197713943275
P32910	YNR003C	0.000184570849438456	318	3.82822754778829e-05	727.200956521739	0.880176999579898	0.000652240125933506	0.0076650427032952	7.38283397753824	0.0703108774418374	0.00952356204348539
P32911	YNL244C	0.000598591541925849	109	0.00020507213899991	32040.1347826087	0.96929284538632	0.00314303767906302	0.0227234063293536	23.943661677034	3.09786444821956	0.129381399136246
P32939	YML001W	0.00020911809760122	209	0.000101325351019966	15952.0573913043	0.894670691677844	0.00231835645753661	0.0184134648037551	8.3647239040488	1.54235654137458	0.18438821879441
P33297	YOR117W	0.000185821111218911	435	0.000172522026237019	7869.55956521739	0.828065636226482	0.00213432347145064	0.017390513377264	7.43284444875644	0.760884090083975	0.102367821004417
P33298	YDR394W	0.00015475602787962	429	0.000140357629096072	5867.14056521739	0.836336535188018	0.00211412741125278	0.017276625882628	6.1902411151848	0.567276208199956	0.091640405865357
P33299	YKL145W	0.000235289473517037	468	0.000237450822597493	2786.89486956522	0.998084774250685	0.00215638016004149	0.0175145134782766	9.41157894068148	0.269456498729768	0.0286303180824467
P33302	YOR153W	0.000565561303093248	1512	0.00217967897960218	10302.5802608696	0.95821520981246	0.00254894848504749	0.0196604859394381	22.6224521237299	0.996125557262027	0.0440326075977032
P33307	YGL238W	9.19418876459349e-05	961	0.000118318267031139	393.384708695652	0.833708925846959	0.00133910612489977	0.0126011197364018	3.6776755058374	0.0380351865499314	0.010342181220056
P33313	YBR155W	0.000205809744695401	386	4.75394504045246e-05	1586.11455652174	0.973894601486415	0.000598412860000671	0.00722211015794015	8.23238978781604	0.153356654982591	0.0186284492031171
P33322	YLR175W	0.00133310851834096	484	0.000402001392647682	5222.08334782609	0.961378066777062	0.00062304109406006	0.00742623495070784	53.3243407336384	0.504907562300606	0.0094686133078078
P33330	YOR184W	0.000196072151989869	396	0.000230250797654549	67032.4704347826	0.9006389743363	0.00296544614988773	0.021828173218736	7.84288607959476	6.48116833606323	0.826375427398547
P33331	YER009W	0.000971517541455812	126	0.000219986476381722	16587.0673913044	0.950017527033438	0.00179711054224682	0.0154418646054976	38.8607016582325	1.60375375198594	0.0412692947772905
P33338	YNL243W	8.79721650708177e-05	969	0.000173304171803738	3233.8152173913	0.9496190201249	0.00203301208251142	0.0168157743101205	3.51888660283271	0.31266788551419	0.0888542089598716
P33399	YDL051W	0.000383518232987231	276	0.000142800494701714	6930.01260869565	0.977257297011601	0.00134907040198677	0.0126658432917418	15.3407293194892	0.670042115361027	0.0436773312015739
P33401	YKL127W	0.000101204274210751	571	0.00016960773042678	305.531295652174	0.995988799667274	0.00293501739716461	0.0216731407453104	4.04817096843004	0.0295409037771303	0.00729734588966405
P33417	YKL032C	9.35950398415805e-05	598	7.7496697042129e-05	827.017013043478	0.948696642109153	0.00138461545703476	0.0128955363833979	3.74380159366322	0.0799617923009101	0.0213584481710393
P33448	YOR045W	0.000160849759686795	62	4.24608613822698e-05	2951.10752173913	0.977880647242824	0.00425771604678411	0.0280268843770313	6.4339903874718	0.285333727105022	0.0443478634442197
P33748	YMR037C	4.70044415535109e-05	705	3.59144101320637e-05	256.811043478261	0.88989704845165	0.00108377897993417	0.0108872411678945	1.88017766214044	0.0248302888517592	0.0132063524377222
P33750	YLL011W	8.61425579377373e-05	490	4.70358772314318e-05	224.405404347826	0.885628788883771	0.00111433405838699	0.0110984481897646	3.44570231750949	0.0216970848853859	0.00629685413482504
P33754	YBR171W	0.000346835219032029	207	5.33680420250027e-05	1761.39939130435	0.890187053070873	0.00074334039334195	0.00838983704042789	13.8734087612812	0.170304419455786	0.0122756002065681
P33775	YDL095W	0.000175712065342161	818	0.000301897474430536	3251.09278260869	0.919920942318107	0.00210041249263996	0.017199094507752	7.02848261368644	0.314338401428118	0.0447235084306835
